Perfil,Año,Distancia,Coord_x,Coord_y,Elevacion
5,2001,60.2857759,406119.9897,4668095.649,600
5,2001,62.51858242,406120.9425,4668093.629,600
5,2001,64.75138893,406121.8953,4668091.61,600
5,2001,66.98419545,406122.848,4668089.591,600
5,2001,69.21700196,406123.8008,4668087.572,600
5,2001,71.44980848,406124.7536,4668085.552,600
5,2001,73.68261499,406125.7064,4668083.533,600
5,2001,75.91542151,406126.6591,4668081.514,600
5,2001,78.14822802,406127.6119,4668079.494,600
5,2001,80.38103454,406128.5647,4668077.475,600
5,2001,82.61384105,406129.5175,4668075.456,600
5,2001,84.84664757,406130.4702,4668073.436,600
5,2001,87.07945408,406131.423,4668071.417,600
5,2001,89.3122606,406132.3758,4668069.398,600
5,2001,91.54506711,406133.3286,4668067.378,600
5,2001,93.77787363,406134.2814,4668065.359,600
5,2001,93.77787363,406134.2814,4668065.359,600
5,2001,93.77787363,406134.2814,4668065.359,600
5,2023,0,406094.2647,4668150.17,604.0831299
5,2023,2.232806515,406095.2175,4668148.151,603.9142456
5,2023,4.46561303,406096.1703,4668146.132,603.8788452
5,2023,6.698419545,406097.1231,4668144.112,603.815918
5,2023,8.93122606,406098.0758,4668142.093,603.802002
5,2023,11.16403257,406099.0286,4668140.074,603.7925415
5,2023,13.39683909,406099.9814,4668138.054,603.7929688
5,2023,15.6296456,406100.9342,4668136.035,603.7896729
5,2023,17.86245212,406101.887,4668134.016,603.7952271
5,2023,20.09525863,406102.8397,4668131.996,603.7783813
5,2023,22.32806515,406103.7925,4668129.977,603.644104
5,2023,24.56087166,406104.7453,4668127.958,603.5286865
5,2023,26.79367818,406105.6981,4668125.939,603.1611938
5,2023,29.02648469,406106.6508,4668123.919,603.0324097
5,2023,31.25929121,406107.6036,4668121.9,602.9274902
5,2023,33.49209772,406108.5564,4668119.881,602.8433228
5,2023,35.72490424,406109.5092,4668117.861,602.7893677
5,2023,37.95771075,406110.4619,4668115.842,602.6871338
5,2023,40.19051727,406111.4147,4668113.823,602.649231
5,2023,42.42332378,406112.3675,4668111.803,602.5597534
5,2023,44.6561303,406113.3203,4668109.784,602.5372925
5,2023,46.88893681,406114.273,4668107.765,602.5047607
5,2023,53.58735636,406117.1314,4668101.707,602.427002
5,2023,55.82016287,406118.0842,4668099.687,602.350769
5,2023,58.05296939,406119.0369,4668097.668,602.3289185
5,2023,60.2857759,406119.9897,4668095.649,602.3015137
5,2023,62.51858242,406120.9425,4668093.629,602.262085
5,2023,64.75138893,406121.8953,4668091.61,602.2683105
5,2023,66.98419545,406122.848,4668089.591,602.2827759
5,2023,69.21700196,406123.8008,4668087.572,602.3775024
5,2023,71.44980848,406124.7536,4668085.552,602.4030151
5,2023,73.68261499,406125.7064,4668083.533,602.4894409
5,2023,75.91542151,406126.6591,4668081.514,602.503418
5,2023,78.14822802,406127.6119,4668079.494,602.5354614
5,2023,80.38103454,406128.5647,4668077.475,602.5348511
5,2023,82.61384105,406129.5175,4668075.456,602.493042
5,2023,84.84664757,406130.4702,4668073.436,602.4524536
5,2023,87.07945408,406131.423,4668071.417,602.4192505
5,2023,89.3122606,406132.3758,4668069.398,602.3740845
5,2023,91.54506711,406133.3286,4668067.378,602.218689
5,2023,93.77787363,406134.2814,4668065.359,602.1390991
5,2023,93.77787363,406134.2814,4668065.359,602.1390991
5,2023,93.77787363,406134.2814,4668065.359,602.1390991
6,1976,0,406001.9876,4667982.638,599.9706421
6,1976,2.353501184,406003.1845,4667980.612,599.8832397
6,1976,4.707002368,406004.3814,4667978.585,599.6329956
6,1976,7.060503552,406005.5783,4667976.559,599.3827515
6,1976,9.414004736,406006.7752,4667974.532,599.2952881
6,1976,11.76750592,406007.9721,4667972.506,599.045105
6,1976,14.1210071,406009.169,4667970.48,598.9576416
6,1976,16.47450829,406010.3659,4667968.453,598.7073975
6,1976,18.82800947,406011.5628,4667966.427,598.5294189
6,1976,21.18151066,406012.7597,4667964.4,598.5645752
6,1976,23.53501184,406013.9566,4667962.374,598.3735352
6,1976,25.88851303,406015.1535,4667960.347,598.3803711
6,1976,28.24201421,406016.3504,4667958.321,598.2555542
6,1976,30.59551539,406017.5473,4667956.295,598.1307373
6,1976,32.94901658,406018.7442,4667954.268,598.1375122
6,1976,35.30251776,406019.9411,4667952.242,598.0126953
6,1976,37.65601895,406021.138,4667950.215,598.0195313
6,1976,40.00952013,406022.3349,4667948.189,597.9842529
6,1976,42.36302131,406023.5318,4667946.162,597.8148804
6,1976,44.7165225,406024.7287,4667944.136,597.776062
6,1976,47.07002368,406025.9256,4667942.11,597.6066284
6,1976,49.42352487,406027.1224,4667940.083,597.5377808
6,1976,51.77702605,406028.3193,4667938.057,597.3421631
6,1976,54.13052723,406029.5162,4667936.03,597.1539917
6,1976,61.19103079,406033.1069,4667929.951,596.8084106
6,1976,63.54453197,406034.3038,4667927.925,596.6281128
6,1976,65.89803316,406035.5007,4667925.898,596.4575195
6,1976,68.25153434,406036.6976,4667923.872,596.4345093
6,1976,70.60503552,406037.8945,4667921.845,596.2587891
6,1976,72.95853671,406039.0914,4667919.819,596.1036377
6,1976,75.31203789,406040.2883,4667917.792,596
6,1976,77.66553908,406041.4852,4667915.766,596
6,1976,80.01904026,406042.6821,4667913.74,596
6,1976,82.37254144,406043.879,4667911.713,596
6,1976,84.72604263,406045.0759,4667909.687,596
6,1976,87.07954381,406046.2728,4667907.66,596
6,1976,89.433045,406047.4697,4667905.634,595.7923584
6,1976,91.78654618,406048.6666,4667903.607,595.8000488
6,1976,94.14004736,406049.8635,4667901.581,595.4853516
6,1976,96.49354855,406051.0604,4667899.555,595.3306885
6,1976,98.84704973,406052.2573,4667897.528,594.9301147
6,1976,98.84704973,406052.2573,4667897.528,594.9301147
6,1976,98.84704973,406052.2573,4667897.528,594.9301147
6,2001,0,406001.9876,4667982.638,605.0628052
6,2001,2.353501184,406003.1845,4667980.612,604.7774048
6,2001,4.707002368,406004.3814,4667978.585,604.4921265
6,2001,7.060503552,406005.5783,4667976.559,604.5274048
6,2001,9.414004736,406006.7752,4667974.532,604.2421265
6,2001,11.76750592,406007.9721,4667972.506,604.2774048
6,2001,14.1210071,406009.169,4667970.48,603.9991455
6,2001,16.47450829,406010.3659,4667968.453,603.9675293
6,2001,18.82800947,406011.5628,4667966.427,603.9713135
6,2001,21.18151066,406012.7597,4667964.4,603.9395142
6,2001,23.53501184,406013.9566,4667962.374,603.93573
6,2001,25.88851303,406015.1535,4667960.347,603.8964233
6,2001,28.24201421,406016.3504,4667958.321,603.8591309
6,2001,30.59551539,406017.5473,4667956.295,603.859375
6,2001,32.94901658,406018.7442,4667954.268,603.8189087
6,2001,35.30251776,406019.9411,4667952.242,603.8196411
6,2001,37.65601895,406021.138,4667950.215,603.7661743
6,2001,40.00952013,406022.3349,4667948.189,603.7044067
6,2001,42.36302131,406023.5318,4667946.162,603.6740112
6,2001,44.7165225,406024.7287,4667944.136,603.6083374
6,2001,47.07002368,406025.9256,4667942.11,603.5790405
6,2001,49.42352487,406027.1224,4667940.083,603.5161743
6,2001,51.77702605,406028.3193,4667938.057,603.4493408
6,2001,54.13052723,406029.5162,4667936.03,603.4227295
6,2001,56.48402842,406030.7131,4667934.004,603.3538818
6,2001,58.8375296,406031.91,4667931.977,603.3226318
6,2001,65.89803316,406035.5007,4667925.898,603.1439209
6,2001,68.25153434,406036.6976,4667923.872,603.0703125
6,2001,70.60503552,406037.8945,4667921.845,603.0302124
6,2001,72.95853671,406039.0914,4667919.819,602.9501343
6,2001,75.31203789,406040.2883,4667917.792,602.8657227
6,2001,77.66553908,406041.4852,4667915.766,602.8197021
6,2001,80.01904026,406042.6821,4667913.74,602.7352905
6,2001,82.37254144,406043.879,4667911.713,602.68927
6,2001,84.72604263,406045.0759,4667909.687,602.6048584
6,2001,87.07954381,406046.2728,4667907.66,602.5288086
6,2001,89.433045,406047.4697,4667905.634,602.4744873
6,2001,91.78654618,406048.6666,4667903.607,602.3982544
6,2001,94.14004736,406049.8635,4667901.581,602.3440552
6,2001,96.49354855,406051.0604,4667899.555,602.2677612
6,2001,98.84704973,406052.2573,4667897.528,602.1939697
6,2001,98.84704973,406052.2573,4667897.528,602.1939697
6,2001,98.84704973,406052.2573,4667897.528,602.1939697
6,2023,0,406001.9876,4667982.638,603.0773926
6,2023,2.353501184,406003.1845,4667980.612,603.0726318
6,2023,4.707002368,406004.3814,4667978.585,603.0560303
6,2023,7.060503552,406005.5783,4667976.559,603.0457153
6,2023,9.414004736,406006.7752,4667974.532,603.0112915
6,2023,11.76750592,406007.9721,4667972.506,603.0128784
6,2023,14.1210071,406009.169,4667970.48,603.0185547
6,2023,16.47450829,406010.3659,4667968.453,603.008667
6,2023,18.82800947,406011.5628,4667966.427,603.0185547
6,2023,21.18151066,406012.7597,4667964.4,603.0167236
6,2023,23.53501184,406013.9566,4667962.374,603.034668
6,2023,25.88851303,406015.1535,4667960.347,603.0490723
6,2023,28.24201421,406016.3504,4667958.321,603.0441284
6,2023,30.59551539,406017.5473,4667956.295,603.0515747
6,2023,32.94901658,406018.7442,4667954.268,603.0506592
6,2023,35.30251776,406019.9411,4667952.242,603.0449219
6,2023,37.65601895,406021.138,4667950.215,603.0299072
6,2023,40.00952013,406022.3349,4667948.189,603.0178223
6,2023,42.36302131,406023.5318,4667946.162,602.998291
6,2023,44.7165225,406024.7287,4667944.136,602.9864502
6,2023,47.07002368,406025.9256,4667942.11,602.9694824
6,2023,49.42352487,406027.1224,4667940.083,602.9555664
6,2023,51.77702605,406028.3193,4667938.057,602.9489136
6,2023,54.13052723,406029.5162,4667936.03,602.9485474
6,2023,56.48402842,406030.7131,4667934.004,602.942627
6,2023,58.8375296,406031.91,4667931.977,602.9373169
6,2023,61.19103079,406033.1069,4667929.951,602.9245605
6,2023,63.54453197,406034.3038,4667927.925,602.9144897
6,2023,70.60503552,406037.8945,4667921.845,602.878479
6,2023,72.95853671,406039.0914,4667919.819,602.8658447
6,2023,75.31203789,406040.2883,4667917.792,602.8496704
6,2023,77.66553908,406041.4852,4667915.766,602.8331299
6,2023,80.01904026,406042.6821,4667913.74,602.8128662
6,2023,82.37254144,406043.879,4667911.713,602.7987671
6,2023,84.72604263,406045.0759,4667909.687,602.7791748
6,2023,87.07954381,406046.2728,4667907.66,602.7590332
6,2023,89.433045,406047.4697,4667905.634,602.7294922
6,2023,91.78654618,406048.6666,4667903.607,602.7109375
6,2023,94.14004736,406049.8635,4667901.581,602.6679077
6,2023,96.49354855,406051.0604,4667899.555,602.5925903
6,2023,98.84704973,406052.2573,4667897.528,602.4554443
6,2023,98.84704973,406052.2573,4667897.528,602.4554443
6,2023,98.84704973,406052.2573,4667897.528,602.4554443
7,1976,0,406041.3074,4667884.836,595.0388794
7,1976,2.304156409,406042.2562,4667886.936,595.1930542
7,1976,4.608312819,406043.205,4667889.036,595.34729
7,1976,6.912469228,406044.1538,4667891.136,595.2608032
7,1976,9.216625638,406045.1025,4667893.235,595.4420166
7,1976,11.52078205,406046.0513,4667895.335,595.5753784
7,1976,13.82493846,406047.0001,4667897.435,595.7659912
7,1976,16.12909487,406047.9489,4667899.535,595.609314
7,1976,18.43325128,406048.8977,4667901.634,595.7312622
7,1976,20.73740768,406049.8464,4667903.734,595.5211182
7,1976,23.04156409,406050.7952,4667905.834,595.5148315
7,1976,25.3457205,406051.744,4667907.934,595.5466309
7,1976,27.64987691,406052.6928,4667910.033,595.5430298
7,1976,29.95403332,406053.6415,4667912.133,595.3783569
7,1976,32.25818973,406054.5903,4667914.233,595.4568481
7,1976,34.56234614,406055.5391,4667916.333,595.4138184
7,1976,36.86650255,406056.4879,4667918.432,595.4923096
7,1976,36.86650255,406056.4879,4667918.432,595.4923096
7,1976,36.86650255,406056.4879,4667918.432,595.4923096
7,2001,0,406041.3074,4667884.836,601.3362427
7,2001,2.304156409,406042.2562,4667886.936,601.7192383
7,2001,4.608312819,406043.205,4667889.036,602.086731
7,2001,6.912469228,406044.1538,4667891.136,602.1464844
7,2001,9.216625638,406045.1025,4667893.235,602.1848145
7,2001,11.52078205,406046.0513,4667895.335,602.2421265
7,2001,13.82493846,406047.0001,4667897.435,602.2697144
7,2001,16.12909487,406047.9489,4667899.535,602.321228
7,2001,18.43325128,406048.8977,4667901.634,602.3440552
7,2001,20.73740768,406049.8464,4667903.734,602.3982544
7,2001,23.04156409,406050.7952,4667905.834,602.4298706
7,2001,29.95403332,406053.6415,4667912.133,602.5331421
7,2001,32.25818973,406054.5903,4667914.233,602.517395
7,2001,34.56234614,406055.5391,4667916.333,602.5506592
7,2001,36.86650255,406056.4879,4667918.432,602.5349121
7,2001,36.86650255,406056.4879,4667918.432,602.5349121
7,2001,36.86650255,406056.4879,4667918.432,602.5349121
7,2023,0,406041.3074,4667884.836,602.3922119
7,2023,2.304156409,406042.2562,4667886.936,602.4710693
7,2023,4.608312819,406043.205,4667889.036,602.5227051
7,2023,6.912469228,406044.1538,4667891.136,602.5697632
7,2023,9.216625638,406045.1025,4667893.235,602.5935669
7,2023,11.52078205,406046.0513,4667895.335,602.626709
7,2023,13.82493846,406047.0001,4667897.435,602.6539307
7,2023,16.12909487,406047.9489,4667899.535,602.6583862
7,2023,18.43325128,406048.8977,4667901.634,602.6843262
7,2023,20.73740768,406049.8464,4667903.734,602.6964111
7,2023,23.04156409,406050.7952,4667905.834,602.715271
7,2023,25.3457205,406051.744,4667907.934,602.7241211
7,2023,27.64987691,406052.6928,4667910.033,602.7488403
7,2023,34.56234614,406055.5391,4667916.333,602.6359253
7,2023,36.86650255,406056.4879,4667918.432,602.6715088
7,2023,36.86650255,406056.4879,4667918.432,602.6715088
7,2023,36.86650255,406056.4879,4667918.432,602.6715088
